embedding,dimensionality,pca_applied,classifier,k_folds,cv_accuracy_mean,cv_precision_mean,cv_recall_mean,cv_f1_mean,cv_fit_time_mean,cv_accuracy_std,cv_precision_std,cv_recall_std,cv_f1_std,cv_fit_time_std
bert,200,yes,lr,5,0.9332,0.9334221030621792,0.9329166666666666,0.9330611683092359,2.748619556427002,0.00370944739819825,0.003710306258633286,0.003796555196615308,0.003725863428826394,0.20572048072011187
