embedding,dimensionality,pca_applied,classifier,k_folds,cv_accuracy_mean,cv_precision_mean,cv_recall_mean,cv_f1_mean,cv_fit_time_mean,cv_accuracy_std,cv_precision_std,cv_recall_std,cv_f1_std,cv_fit_time_std
word2vec,200,no,svm,5,0.9358000000000001,0.9360519728210793,0.9354326923076922,0.9356551981352084,0.02010688781738281,0.004069397989875125,0.003832924959320086,0.004281996103590435,0.00410721159582716,0.029826622480155003
