embedding,dimensionality,pca_applied,classifier,k_folds,cv_accuracy_mean,cv_precision_mean,cv_recall_mean,cv_f1_mean,cv_fit_time_mean,cv_accuracy_std,cv_precision_std,cv_recall_std,cv_f1_std,cv_fit_time_std
word2vec,100,no,lr,5,0.9368000000000001,0.9370093924010938,0.9364423076923076,0.9366613639836026,4.258299493789673,0.0011661903789690193,0.0009539777492179166,0.001372416286282502,0.0011963776554130038,0.3911628699528034
