embedding,dimensionality,pca_applied,classifier,k_folds,cv_accuracy_mean,cv_precision_mean,cv_recall_mean,cv_f1_mean,cv_auc_roc_mean,cv_fit_time_mean,cv_accuracy_std,cv_precision_std,cv_recall_std,cv_f1_std,cv_auc_roc_std,cv_fit_time_std
fasttext,200,no,rf,5,0.9463709709709709,0.9470427096363039,0.9457901793436069,0.9462158776762791,0.9871559243604132,0.1866283893585205,0.008531584596281694,0.008168402129318544,0.008773779136256963,0.00858508594655215,0.0030547302058113006,0.03023917780406132
